date,precipitation,peti,temperature,discharge_spec,discharge_vol
17/02/2008,0.16,0.41,0.64,1.77,5.982
18/02/2008,0.16,0.18,0.07,1.62,5.475
19/02/2008,0.1,0.27,-1.98,1.42,4.799
20/02/2008,3.21,0.51,-0.34,1.43,4.833
21/02/2008,15.66,1.21,5.54,6.07,20.514
22/02/2008,13.18,1.33,2.31,7.13,24.097
23/02/2008,3.33,0.98,4.94,10.57,35.723
24/02/2008,2.56,1.04,2.47,5.93,20.041
25/02/2008,14.05,0.86,2.1,6.18,20.886
26/02/2008,9.7,1.31,3.39,13.2,44.611
27/02/2008,1.06,1.04,1.4,4.51,15.242
28/02/2008,0.88,0.75,1.97,3.25,10.984
29/02/2008,29.2,1.03,2.57,13.23,44.713
01/03/2008,8.96,1.24,1.75,6.57,22.204
02/03/2008,1.73,0.68,0.61,4.76,16.087
03/03/2008,1.55,0.61,-2.1,2.84,9.598
04/03/2008,0.85,0.73,-2.07,2.2,7.435
05/03/2008,3.71,0.96,2.31,5.1,17.236
06/03/2008,2.71,1.01,5.57,8.92,30.146
07/03/2008,13.25,0.9,1.55,5.97,20.176
08/03/2008,18.03,1.02,2.74,15.82,53.466
09/03/2008,5.36,0.84,0.28,4.75,16.053
10/03/2008,10.81,0.67,0.41,5.35,18.081
11/03/2008,3.71,0.75,1.25,5.07,17.135
12/03/2008,4.73,1.21,1.03,3.83,12.944
13/03/2008,2.82,1,0.7,3.51,11.863
14/03/2008,0.22,1.06,1.87,2.93,9.902
15/03/2008,1.59,0.74,0.85,2.44,8.246
16/03/2008,0.96,1,1.73,2.23,7.537
17/03/2008,0.53,0.85,-0.98,1.87,6.320
18/03/2008,0.04,0.83,-0.29,1.67,5.644
19/03/2008,4.33,0.91,0.58,1.61,5.441
20/03/2008,5.67,1.32,3.54,5.02,16.966
21/03/2008,6.94,1.52,-0.59,2.2,7.435
22/03/2008,2.15,1.14,-1.34,1.94,6.556
23/03/2008,2.68,0.83,-2.22,1.72,5.813
24/03/2008,1.51,1.06,-3.49,1.34,4.529
25/03/2008,0.25,0.94,-2.77,1.5,5.069
26/03/2008,1.01,0.68,-2.86,1.6,5.407
27/03/2008,5.56,0.83,-0.21,1.47,4.968
28/03/2008,3.03,0.89,1.24,1.74,5.881
29/03/2008,4,1.28,1.98,3.05,10.308
30/03/2008,0.22,0.94,1.99,5.54,18.723
31/03/2008,9.98,1.52,2.49,7.34,24.806
01/04/2008,6.05,1.4,4.13,12.87,43.496
02/04/2008,0.12,1.61,4.54,6.31,21.325
03/04/2008,3.76,1.24,6.59,8.42,28.456
04/04/2008,3.76,1.77,4.71,8.1,27.375
05/04/2008,4.8,1.29,-0.65,4.38,14.803
06/04/2008,10.23,1.27,-1.64,3.09,10.443
07/04/2008,7.34,1.02,0.04,2.93,9.902
08/04/2008,2.56,0.78,0.15,3.15,10.646
09/04/2008,1.45,1.01,0.39,3.34,11.288
10/04/2008,3.25,0.94,0.48,3.43,11.592
11/04/2008,5.6,0.97,0.81,3.79,12.809
12/04/2008,2.89,0.83,0.98,4.13,13.958
13/04/2008,6.04,1.26,1.46,3.53,11.930
14/04/2008,1.03,1.76,1.54,2.9,9.801
15/04/2008,0.6,1.4,0.86,2.75,9.294
16/04/2008,0.24,1.73,0.86,2.27,7.672
17/04/2008,0,1.55,1.19,2.11,7.131
18/04/2008,0,1.41,2.43,2.27,7.672
19/04/2008,0.06,1.72,2.31,2.13,7.199
20/04/2008,0,1.81,2.78,2.16,7.300
21/04/2008,0,1.48,3.38,2.36,7.976
22/04/2008,0,1.45,4.1,2.93,9.902
23/04/2008,0.78,1.09,4.47,2.98,10.071
24/04/2008,1.93,1.33,4.4,3.83,12.944
25/04/2008,3.43,1.53,5.4,4.92,16.628
26/04/2008,0.43,1.86,7.46,9.06,30.619
27/04/2008,4.77,2.33,5.61,4.71,15.918
28/04/2008,2.34,0.94,3.56,4.15,14.025
29/04/2008,6.06,1.72,4.2,4.86,16.425
30/04/2008,13.09,1.15,3.9,4.95,16.729
01/05/2008,4.97,1.23,4.87,8.24,27.848
02/05/2008,1.39,2.32,5.38,4.38,14.803
03/05/2008,0,1.65,7.14,4.92,16.628
04/05/2008,0.96,1.52,9.08,8.15,27.544
05/05/2008,0,3.06,9.03,6,20.278
06/05/2008,0,2.59,9.2,5.13,17.338
07/05/2008,0,3.19,9.5,4.45,15.039
08/05/2008,0,3.39,9.62,4.18,14.127
09/05/2008,0,2.79,9.95,4.56,15.411
10/05/2008,3.35,1.88,10.1,4.94,16.695
11/05/2008,0.26,1.6,8.85,3.81,12.876
12/05/2008,0,2.12,8.01,3.55,11.998
13/05/2008,0,2.39,6.54,2.72,9.193
14/05/2008,0,2.41,5.55,2.31,7.807
15/05/2008,0,1.95,6.27,2.05,6.928
16/05/2008,6.66,1.86,6.31,2.19,7.401
17/05/2008,0,1.97,4.79,2,6.759
18/05/2008,0.22,2.31,3.4,1.54,5.205
19/05/2008,1.76,2.3,4.06,1.33,4.495
20/05/2008,0.96,2.15,5.06,1.23,4.157
21/05/2008,0,1.96,5.91,1.12,3.785
22/05/2008,0,2.09,7.66,1.11,3.751
23/05/2008,0,1.82,7.04,1.16,3.920
24/05/2008,0,2.39,6.44,1.15,3.887
25/05/2008,0,3.03,7.76,1.21,4.089
26/05/2008,0,3.05,7.35,1.22,4.123
27/05/2008,0.14,2.13,7.12,1.21,4.089
28/05/2008,4.76,1.31,7.64,1.58,5.340
29/05/2008,4.44,2.55,10.37,1.61,5.441
30/05/2008,1.88,0.71,9.03,1.65,5.576
31/05/2008,0,3.31,10.81,1.45,4.900
01/06/2008,7.64,1.77,7.78,1.52,5.137
02/06/2008,0.13,1.32,9.17,1.43,4.833
03/06/2008,0.24,1.69,9.8,1.28,4.326
04/06/2008,0.01,3.24,9.33,1.11,3.751
05/06/2008,0,2.14,9.3,1.05,3.549
06/06/2008,0.35,2.02,9.98,0.95,3.211
07/06/2008,0,2.31,10.55,0.93,3.143
08/06/2008,0,3.04,11.22,0.97,3.278
09/06/2008,0,2.13,11.16,0.96,3.244
10/06/2008,1.8,2.61,8.82,0.95,3.211
11/06/2008,0.78,2.43,7.51,1.04,3.515
12/06/2008,0.79,2.11,6.41,0.88,2.974
13/06/2008,2.37,2.34,6.33,0.98,3.312
14/06/2008,2.05,2.31,5.77,1.39,4.698
15/06/2008,0.39,2.29,6.08,1.31,4.427
16/06/2008,3.74,2.22,7.14,1.07,3.616
17/06/2008,1.87,1.07,7.82,1.27,4.292
18/06/2008,3.06,2.48,8.59,1.21,4.089
19/06/2008,4,2.16,7.87,1.35,4.563
20/06/2008,0.36,2.92,7.33,1.2,4.056
21/06/2008,17.76,2.2,6.11,1.1,3.718
22/06/2008,5.37,0.66,7.17,6.14,20.751
23/06/2008,0.36,2.79,7.02,2.74,9.260
24/06/2008,5.13,1.8,5.94,2.17,7.334
25/06/2008,3.89,1.67,8.9,4.88,16.493
26/06/2008,0.11,2.99,9.23,2.94,9.936
27/06/2008,3.24,1.99,9.64,1.96,6.624
28/06/2008,0.21,1.93,10.47,1.62,5.475
29/06/2008,0.74,2.66,9.51,1.35,4.563
30/06/2008,0.38,2.46,9.64,1.15,3.887
01/07/2008,8.13,2.29,12.03,1.3,4.394
02/07/2008,3.01,2.68,11.63,1.65,5.576
03/07/2008,0.32,1.94,10.35,1.09,3.684
04/07/2008,0,2.58,11.21,0.89,3.008
05/07/2008,0.66,2.24,9.63,0.79,2.670
06/07/2008,1.08,0.8,9.28,0.75,2.535
07/07/2008,4.69,1.81,8.95,0.99,3.346
08/07/2008,7.82,1.84,9.56,0.98,3.312
09/07/2008,5.2,1.88,9.7,1.06,3.582
10/07/2008,11.43,0.69,8.34,2.31,7.807
11/07/2008,0.62,1.6,8.12,2.21,7.469
12/07/2008,0.12,1.67,8.23,2.85,9.632
13/07/2008,0.18,2.34,9.74,1.85,6.252
14/07/2008,0.82,2.44,12.87,1.39,4.698
15/07/2008,1.41,2.75,11.22,1.26,4.258
16/07/2008,2.65,2.26,9.47,1.23,4.157
17/07/2008,7.76,1.6,9.1,1.39,4.698
18/07/2008,3.92,1.25,9.28,1.61,5.441
19/07/2008,2.45,2.04,8.68,3.37,11.389
20/07/2008,0.64,2.49,7.88,2.72,9.193
21/07/2008,0,3.06,10.08,1.88,6.354
22/07/2008,0,2.69,13.57,1.42,4.799
23/07/2008,0,2.68,13.9,1.17,3.954
24/07/2008,0.04,2.55,13.28,1.01,3.413
25/07/2008,0,2.73,13.23,0.89,3.008
26/07/2008,0,1.71,13.09,0.81,2.738
27/07/2008,0.62,1.75,12.63,0.75,2.535
28/07/2008,12.16,2.46,13.24,0.68,2.298
29/07/2008,2.09,1.74,13.21,1.23,4.157
30/07/2008,0.58,2.47,13.45,0.8,2.704
31/07/2008,14.04,2.03,14.4,1.1,3.718
01/08/2008,6.51,1.5,12.12,4.82,16.290
02/08/2008,3.38,1.75,10.94,3.02,10.206
03/08/2008,4.41,1.69,10.14,2.21,7.469
04/08/2008,0.58,2.01,10.65,1.6,5.407
05/08/2008,0.94,1.88,9.96,1.28,4.326
06/08/2008,24.74,1.08,8.88,4.39,14.837
07/08/2008,0.44,1.41,8.89,5.02,16.966
08/08/2008,0.27,1.78,8.57,2.02,6.827
09/08/2008,5.79,1.29,8.98,2.05,6.928
10/08/2008,1.79,1.71,10.68,2.36,7.976
11/08/2008,0.74,1.68,10.61,2.06,6.962
12/08/2008,6.7,1.39,10.22,2.77,9.362
13/08/2008,0.04,1.43,10.5,2.86,9.666
14/08/2008,1.57,1.62,9.27,2.06,6.962
15/08/2008,4.82,0.77,9.49,2.36,7.976
16/08/2008,1.18,1.91,10.69,1.85,6.252
17/08/2008,2.59,1.84,11.63,1.63,5.509
18/08/2008,18.53,1.38,10.46,1.77,5.982
19/08/2008,5.16,1.28,11,7.21,24.367
20/08/2008,5.8,1.13,10.21,2.8,9.463
21/08/2008,10.54,1.11,8.76,5.15,17.405
22/08/2008,1.27,1.13,8.45,3.28,11.085
23/08/2008,2.45,1.95,9.13,2.49,8.415
24/08/2008,1.62,2.1,11.55,2.47,8.348
25/08/2008,1.45,1.97,10.78,3.3,11.153
26/08/2008,1.71,1.1,9.28,2.32,7.841
27/08/2008,0.01,1.45,11.48,2.17,7.334
28/08/2008,0,1.71,12.2,1.75,5.914
29/08/2008,0.02,1.41,12.67,1.52,5.137
30/08/2008,0.32,1.35,13.74,1.39,4.698
31/08/2008,3.37,0.91,11.56,1.43,4.833
01/09/2008,2.07,1.43,8.56,1.38,4.664
02/09/2008,0.67,1.31,6.89,1.22,4.123
03/09/2008,0.53,1.15,6.45,1.12,3.785
04/09/2008,3.06,1.37,6.61,1.09,3.684
05/09/2008,0.03,1.04,6.37,1.01,3.413
06/09/2008,0.65,1.79,8.56,0.9,3.042
07/09/2008,0,0.68,8.26,0.99,3.346
08/09/2008,0.42,1.22,8.32,0.88,2.974
09/09/2008,9.62,0.89,8.58,1.2,4.056
10/09/2008,6.7,1.36,9.61,3.16,10.680
11/09/2008,0.67,1.8,11.69,4.04,13.654
12/09/2008,4.27,1.03,10.28,1.98,6.692
13/09/2008,2.4,0.36,10.38,2.34,7.908
14/09/2008,7.31,0.94,9.92,2.04,6.894
15/09/2008,21.33,0.72,8.74,5.83,19.703
16/09/2008,4.48,0.19,7.71,7.71,26.057
17/09/2008,0.39,0.74,8.29,3.46,11.694
18/09/2008,12.51,0.54,8.56,5.62,18.994
19/09/2008,0.32,0.8,9.34,3.75,12.674
20/09/2008,0,0.9,11.05,2.55,8.618
21/09/2008,0.78,1.04,9.89,2.03,6.861
22/09/2008,0.15,1.04,5.94,1.71,5.779
23/09/2008,0,0.55,6.15,1.53,5.171
24/09/2008,0,0.26,7.63,1.38,4.664
25/09/2008,0,0.61,7.91,1.25,4.225
26/09/2008,0,0.9,9.08,1.14,3.853
27/09/2008,2.42,0.95,8.43,1.23,4.157
28/09/2008,0.63,0.86,4.66,1.13,3.819
29/09/2008,3.72,0.85,6.47,1.35,4.563
30/09/2008,0.39,0.86,5.06,1.33,4.495
01/10/2008,0.91,0.74,4.16,1.66,5.610
02/10/2008,8.54,0.84,2.9,3.26,11.018
03/10/2008,4.42,1.27,2.05,2.25,7.604
04/10/2008,3.35,0.73,2.71,5.5,18.588
05/10/2008,0.04,0.71,3.07,2.61,8.821
06/10/2008,5.82,0.62,4.24,2.09,7.063
07/10/2008,17.68,0.2,8.32,11.4,38.528
08/10/2008,0.22,0.8,6.59,5.94,20.075
09/10/2008,6.12,0.62,6.97,3.46,11.694
10/10/2008,2.22,0.71,9.93,5.33,18.013
11/10/2008,0.12,1.08,6.78,2.98,10.071
12/10/2008,0.05,0.64,5.32,2.2,7.435
13/10/2008,0.75,0.92,7.27,1.88,6.354
14/10/2008,0.25,0.29,4.01,1.66,5.610
15/10/2008,1.18,0.57,3.8,1.55,5.238
16/10/2008,1.19,0.92,3.8,1.41,4.765
17/10/2008,1.61,0.54,5.17,1.37,4.630
18/10/2008,0.67,0.86,5.4,1.43,4.833
19/10/2008,12.57,0.85,7.36,3.29,11.119
20/10/2008,15.51,0.98,6.02,9.16,30.957
21/10/2008,4.86,0.69,1.49,4.15,14.025
22/10/2008,4.44,0.57,3.47,3.57,12.065
23/10/2008,16.83,1.17,7.82,9.62,32.512
24/10/2008,20.69,1.23,3.76,12.81,43.293
25/10/2008,11.97,1.23,6.81,12.37,41.806
26/10/2008,9.38,0.72,2.51,6.14,20.751
27/10/2008,4.57,0.54,0.67,4.74,16.019
28/10/2008,2.76,0.55,-1.99,3.2,10.815
29/10/2008,1.76,0.3,-0.68,2.76,9.328
30/10/2008,18.49,0.17,-0.72,2.83,9.564
31/10/2008,5.4,0.41,0.39,3.1,10.477
01/11/2008,0.6,0.06,-0.37,2.29,7.739
02/11/2008,0.12,0.07,0.41,1.96,6.624
03/11/2008,0.42,0.04,0.48,2.05,6.928
04/11/2008,0.01,0.03,2.58,4.89,16.526
05/11/2008,0.4,0.01,1.86,4,13.519
06/11/2008,5.48,0.07,4.41,7.93,26.800
07/11/2008,17.92,0.54,5.06,15.95,53.905
08/11/2008,16.77,0.64,5.19,13.99,47.281
09/11/2008,5.99,0.55,0.75,7.08,23.928
10/11/2008,5.91,1.06,2.37,6.77,22.880
11/11/2008,7.06,0.54,3.47,12.96,43.800
12/11/2008,1.07,0.24,2.88,6.26,21.156
13/11/2008,2.34,0.33,5.62,6.05,20.447
14/11/2008,2.25,0.87,8.66,10.13,34.236
15/11/2008,0.03,0.84,4.78,5.39,18.216
16/11/2008,0.08,0.32,0.32,3.44,11.626
17/11/2008,3.02,0.03,0.61,3.36,11.356
18/11/2008,0.03,0.42,4.96,3.06,10.342
19/11/2008,2.18,1.03,6.87,2.65,8.956
20/11/2008,8.9,1.12,3.79,4.83,16.324
21/11/2008,2.41,0.64,-1.06,2.92,9.869
22/11/2008,5.57,0.32,-3.39,2.22,7.503
23/11/2008,14.51,0.08,-1.2,2.62,8.855
24/11/2008,3.75,0.4,0.27,2.32,7.841
25/11/2008,0.55,0.19,1.42,6.68,22.576
26/11/2008,6.31,0.73,6.17,10.9,36.838
27/11/2008,1.48,0.55,2.17,7.55,25.516
28/11/2008,0.09,0.01,-2.7,3.22,10.882
29/11/2008,0.04,0,-6.06,2.13,7.199
30/11/2008,0.98,0,-6.18,2.02,6.827
01/12/2008,1.35,0.17,-2.53,1.82,6.151
02/12/2008,0.1,0,-3.9,1.6,5.407
03/12/2008,2.07,0.01,-5.23,1.34,4.529
04/12/2008,4.23,0.02,-1.89,1.58,5.340
05/12/2008,9.48,0.16,-0.53,1.83,6.185
06/12/2008,0.62,0.02,-2.66,1.48,5.002
07/12/2008,1.51,0.36,1.29,3.53,11.930
08/12/2008,0,0.11,0.28,3.44,11.626
09/12/2008,1.54,0.11,-1.19,1.79,6.050
10/12/2008,0.72,0.16,-0.69,1.48,5.002
11/12/2008,0.56,0,-4,1.38,4.664
12/12/2008,13.62,0.3,-0.23,1.86,6.286
13/12/2008,12.38,0,0.84,3.92,13.248
14/12/2008,0.91,0,-0.58,2.48,8.381
15/12/2008,1.84,0.09,0.12,3.56,12.031
16/12/2008,2.29,0.47,4.29,13.48,45.557
17/12/2008,10.88,0.58,1.92,7.94,26.834
18/12/2008,9.28,0.75,2.95,11.2,37.852
19/12/2008,16.08,0.84,1.26,7.56,25.550
20/12/2008,3.32,0.66,1.21,6.04,20.413
21/12/2008,0.44,1.24,5.55,12.23,41.333
22/12/2008,0,0.37,4.43,5.51,18.622
23/12/2008,0.23,0.2,2.89,4.43,14.972
24/12/2008,0.16,0,1.52,3.61,12.200
25/12/2008,0.03,0,0.8,2.96,10.004
26/12/2008,0,0,-1,2.49,8.415
27/12/2008,0.03,0,-4.21,2.12,7.165
28/12/2008,0.37,0,-3.76,1.89,6.388
29/12/2008,0.21,0,-3.43,1.58,5.340
30/12/2008,0,0,-7.26,0.97,3.278
31/12/2008,0,0,-6.16,1.11,3.751
01/01/2009,0.09,0,-3.21,1.63,5.509
02/01/2009,0.03,0,-3.64,1.18,3.988
03/01/2009,0.01,0.04,-3.1,1.33,4.495
04/01/2009,4.16,0.08,-0.89,1.28,4.326
05/01/2009,0,0.02,-4.84,0.9,3.042
06/01/2009,1.94,0.09,-2.27,1.25,4.225
07/01/2009,0.74,0,-0.54,1.31,4.427
08/01/2009,0,0.08,0.73,1.41,4.765
09/01/2009,0.03,0.13,-0.15,1.15,3.887
10/01/2009,23.25,1.05,2.23,7.87,26.598
11/01/2009,31.16,0.88,6.21,25.69,86.823
12/01/2009,5.19,0.61,3.52,14.78,49.951
13/01/2009,0.07,0.01,-0.9,4.8,16.222
14/01/2009,4.52,0.01,-2.52,3.24,10.950
15/01/2009,18.84,0.69,3.23,17.01,57.488
16/01/2009,10.47,0.51,2.97,9.88,33.391
17/01/2009,15.54,0.72,1.85,8.38,28.321
18/01/2009,3.45,0.64,-0.91,4.51,15.242
19/01/2009,1.07,0.23,-1.63,3.18,10.747
20/01/2009,2.14,0.22,-2.06,2.8,9.463
21/01/2009,17.35,0.24,-0.95,2.5,8.449
22/01/2009,0.54,0.59,0.59,3.13,10.578
23/01/2009,0.82,0.15,-1.25,2.15,7.266
24/01/2009,3.3,0.1,-1.93,1.89,6.388
25/01/2009,4.06,0.44,-0.31,1.95,6.590
26/01/2009,0.48,0.07,-0.96,1.67,5.644
27/01/2009,0.64,0.15,1.37,1.7,5.745
28/01/2009,0.16,0.08,-0.53,1.53,5.171
29/01/2009,2.95,0.47,0.74,1.86,6.286
30/01/2009,7.85,0.75,2.09,6.69,22.610
31/01/2009,0.01,1.11,2.45,3.64,12.302
01/02/2009,0.08,0.78,-0.76,1.98,6.692
02/02/2009,4.63,0.42,-2.65,1.54,5.205
03/02/2009,7.92,0.42,-1.07,1.53,5.171
04/02/2009,8.18,0.07,-3.46,1.27,4.292
05/02/2009,2.9,0.14,-3.87,0.95,3.211
06/02/2009,5.75,0.27,-3.65,1.13,3.819
07/02/2009,0.61,0.47,-3.2,0.96,3.244
08/02/2009,0,0.07,-7.38,1.69,5.712
09/02/2009,0.05,0.04,-7.77,1.42,4.799
10/02/2009,0.01,0.11,-5.62,1.23,4.157
11/02/2009,1.8,0.26,-4.33,1.07,3.616
12/02/2009,3.57,0.14,-2.87,1.05,3.549
13/02/2009,1.29,0.09,-2.9,1.04,3.515
14/02/2009,6.28,0.16,-0.44,1.12,3.785
15/02/2009,2.71,0.35,2.56,4.39,14.837
16/02/2009,0.02,0.47,4.84,22.37,75.602
17/02/2009,0.09,0.36,5.95,18.14,61.306
18/02/2009,0.23,0.28,3.29,7.21,24.367
19/02/2009,0.31,0.51,2.25,5.26,17.777
20/02/2009,2.88,0.16,0.83,5.14,17.371
21/02/2009,0.16,0.89,5.21,9.15,30.924
22/02/2009,2.6,1.03,3.81,6,20.278
23/02/2009,0.09,0.28,5.07,7.14,24.131
24/02/2009,1.37,0.43,3.09,4.5,15.208
25/02/2009,1.99,1.26,2.9,3.54,11.964
26/02/2009,2.28,0.87,3.66,4.46,15.073
27/02/2009,0.31,0.4,4.35,4.95,16.729
28/02/2009,1.3,0.71,3.98,3.78,12.775
01/03/2009,0.63,0.63,2.21,3.14,10.612
02/03/2009,3.84,0.65,1.54,2.69,9.091
03/03/2009,11.05,0.63,-0.04,2.99,10.105
04/03/2009,8.84,0.6,-1.92,2.24,7.570
05/03/2009,1.49,0.38,-3.42,2.07,6.996
06/03/2009,0.39,0.67,-0.46,1.97,6.658
07/03/2009,15.35,0.59,2.5,9.78,33.053
08/03/2009,10.69,0.98,-0.61,4.04,13.654
09/03/2009,0.14,1.01,0.73,2.96,10.004
10/03/2009,0.89,0.89,0.32,2.8,9.463
11/03/2009,2.48,0.51,1.9,7.56,25.550
12/03/2009,0.87,1.43,3.92,6.5,21.968
13/03/2009,1.71,0.98,3.17,4.48,15.141
14/03/2009,0.03,1.22,4.54,6.46,21.832
15/03/2009,0.22,1.05,5.28,4.33,14.634
16/03/2009,1.12,0.31,3.88,4.53,15.310
17/03/2009,0.08,1.03,1.88,3.26,11.018
18/03/2009,0.03,0.89,3.88,2.71,9.159
19/03/2009,0.13,1.14,3.75,2.54,8.584
20/03/2009,0.05,0.94,2.33,2.36,7.976
21/03/2009,0.49,1.04,2.3,2.24,7.570
22/03/2009,7.56,1.5,4.93,3.66,12.369
23/03/2009,9.01,1.51,2.03,5.21,17.608
24/03/2009,4.54,0.96,1.11,4.98,16.831
25/03/2009,5.64,1.4,2.96,5.13,17.338
26/03/2009,14.89,1.38,1.87,5.7,19.264
27/03/2009,17.6,1.08,1.57,9.9,33.458
28/03/2009,5.88,1.34,-1.27,3.55,11.998
29/03/2009,0.2,1.46,0.28,3.45,11.660
30/03/2009,0.53,1.27,5.05,7.68,25.956
31/03/2009,0.02,1.54,6.41,6.58,22.238
01/04/2009,0.16,1.28,5.54,4.33,14.634
02/04/2009,0,1.67,5.12,4.28,14.465
03/04/2009,1.66,1.4,4.28,4.66,15.749
04/04/2009,5.92,0.77,2.59,4.95,16.729
05/04/2009,0,1.67,3.82,3.39,11.457
06/04/2009,4.81,1.05,3.08,3.03,10.240
07/04/2009,23.85,1.51,4.18,6.41,21.663
08/04/2009,2.75,1.22,3.57,9.32,31.498
09/04/2009,6.07,1.09,4.71,6.98,23.590
10/04/2009,2.35,1.44,6.19,9.33,31.532
11/04/2009,0.16,2.17,4.14,4.37,14.769
12/04/2009,0,1.72,3.78,3.16,10.680
13/04/2009,0,1.72,3.57,2.7,9.125
14/04/2009,0,1.18,4,2.4,8.111
15/04/2009,0,1.04,4.23,2.38,8.044
16/04/2009,0,1.18,4.81,2.69,9.091
17/04/2009,0,1.27,3.46,2.35,7.942
18/04/2009,0.03,1.38,2.89,2.03,6.861
19/04/2009,0,2.02,3.6,1.88,6.354
20/04/2009,0.04,1.91,5.55,1.84,6.219
21/04/2009,2.67,1.79,5.23,2.31,7.807
22/04/2009,0.14,2.36,4.62,2.05,6.928
23/04/2009,0.65,1.69,7.36,2.42,8.179
24/04/2009,0.48,1.36,7.13,2.53,8.550
25/04/2009,1.46,1.83,6.41,2.94,9.936
26/04/2009,8.69,1.33,5.07,2.9,9.801
27/04/2009,2.98,1.17,4.75,4.36,14.735
28/04/2009,0.38,1.19,5.56,2.71,9.159
29/04/2009,1.22,1.73,5.57,2.13,7.199
30/04/2009,2.98,1.47,6.37,3.34,11.288
01/05/2009,2.45,1.79,5.28,3.22,10.882
02/05/2009,1.68,2.67,5.19,2.24,7.570
03/05/2009,0.82,2.39,4.09,1.96,6.624
04/05/2009,0.22,1.45,5.49,1.91,6.455
05/05/2009,9.5,1.42,5.29,3.63,12.268
06/05/2009,9.94,1.66,4.87,4.44,15.006
07/05/2009,14.64,2.3,4.15,7.15,24.164
08/05/2009,3.55,2.09,3.67,7.55,25.516
09/05/2009,2.64,1.79,3.45,3.69,12.471
10/05/2009,0.12,2.48,3.95,2.57,8.686
11/05/2009,0,2.75,4.4,2.11,7.131
12/05/2009,0,2.54,4.54,1.87,6.320
13/05/2009,0,3.01,5.82,1.72,5.813
14/05/2009,2.06,3.16,6.35,1.66,5.610
15/05/2009,20.38,1.43,4.87,3.31,11.187
16/05/2009,3.07,1.33,6.09,4.24,14.330
17/05/2009,1.5,2.44,6.24,2.78,9.395
18/05/2009,5.2,1.48,5.94,3.78,12.775
19/05/2009,4.26,2.02,7.07,4.17,14.093
20/05/2009,0.73,2.33,6.83,2.96,10.004
21/05/2009,0.2,2.05,6.18,2.25,7.604
22/05/2009,0.04,2.69,6.73,1.91,6.455
23/05/2009,1.5,1.43,6.58,1.93,6.523
24/05/2009,0.36,2.65,6.78,1.77,5.982
25/05/2009,7.95,1.73,8.4,2.25,7.604
26/05/2009,1.41,2.89,6.39,2.44,8.246
27/05/2009,1.46,2.1,6.64,1.88,6.354
28/05/2009,0.01,1.76,9.14,1.76,5.948
29/05/2009,0,3.72,11.81,1.61,5.441
30/05/2009,0,4.49,12.52,1.57,5.306
31/05/2009,0,4.13,10.94,1.33,4.495
01/06/2009,0,3.87,11.99,1.19,4.022
02/06/2009,0,2.34,9.55,1.1,3.718
03/06/2009,0,2.35,6.7,0.99,3.346
04/06/2009,1.03,1.57,5.5,0.92,3.109
05/06/2009,12.82,1.92,4.01,1.15,3.887
06/06/2009,2.17,2.53,4.99,1.59,5.374
07/06/2009,5.98,2.28,5.11,1.1,3.718
08/06/2009,0.45,2.51,5.16,0.98,3.312
09/06/2009,4.48,2.29,5.4,0.92,3.109
10/06/2009,10.99,2.08,5.69,1.25,4.225
11/06/2009,1.11,2.36,5.92,1.13,3.819
12/06/2009,5.19,3.23,6.91,0.93,3.143
13/06/2009,6.76,1.85,8.21,1.92,6.489
14/06/2009,22.56,1.94,8.31,5.53,18.689
15/06/2009,3.79,1.45,7.93,8.19,27.679
16/06/2009,6.57,2.61,9.46,2.99,10.105
17/06/2009,11.6,1.91,8.6,9.18,31.025
18/06/2009,6.29,2.5,7.28,4.16,14.059
19/06/2009,3.28,2.45,7.88,4.17,14.093
20/06/2009,0,1.98,8.54,2.86,9.666
21/06/2009,0.63,2.58,9.4,2.11,7.131
22/06/2009,0.08,2.02,12.09,1.81,6.117
23/06/2009,0.07,3.77,13.05,1.51,5.103
24/06/2009,0,2.56,12.26,1.34,4.529
25/06/2009,0,3.33,11.65,1.18,3.988
26/06/2009,4.98,3.29,12.59,1.13,3.819
27/06/2009,0.02,2.12,12.61,1.22,4.123
28/06/2009,0.47,2.1,11.95,1.04,3.515
29/06/2009,0.01,2.71,13.61,0.93,3.143
30/06/2009,0,2.51,13.63,0.84,2.839
01/07/2009,0.96,3.04,15.8,0.79,2.670
02/07/2009,0.06,3.41,16.39,0.75,2.535
03/07/2009,0.91,2.27,13.62,0.71,2.400
04/07/2009,0,2.94,13.35,0.67,2.264
05/07/2009,3.61,3.41,12.84,0.64,2.163
06/07/2009,42.04,1.7,11.28,2.67,9.024
07/07/2009,1.58,1.83,10.37,2.02,6.827
08/07/2009,1.03,2.01,8.91,1.49,5.036
09/07/2009,0.31,2.59,9.01,1.52,5.137
10/07/2009,0,2.41,8.66,1.23,4.157
11/07/2009,5.35,2.9,9.42,1.04,3.515
12/07/2009,5.69,0.82,9.81,2.34,7.908
13/07/2009,5.84,2.23,10.21,1.44,4.867
14/07/2009,7.45,2.04,10.79,1.39,4.698
15/07/2009,7.37,2.15,10.79,2.91,9.835
16/07/2009,7.31,2.35,11.13,1.61,5.441
17/07/2009,7.97,1.15,9.94,2.1,7.097
18/07/2009,7.4,0.87,9.55,3.54,11.964
19/07/2009,1.54,2.36,10.14,2.64,8.922
20/07/2009,0.38,2.73,9.92,1.85,6.252
21/07/2009,14.12,2.25,10.09,3.83,12.944
